Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;DF;BRASILIA;RIBEIRO E PEREIRA LTDA; 00.358.192/0001-02;PLLS 409;S/N;BLOCO A;ASA SUL;70259-010;GASOLINA;05/01/2009;2,67;2,2831;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;RIBEIRO E PEREIRA LTDA; 00.358.192/0001-02;PLLS 409;S/N;BLOCO A;ASA SUL;70259-010;ETANOL;05/01/2009;1,87;1,4321;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;RIBEIRO E PEREIRA LTDA; 00.358.192/0001-02;PLLS 409;S/N;BLOCO A;ASA SUL;70259-010;DIESEL;05/01/2009;2,14;1,9155;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CONTAGEM DERIVADOS DE PETRÓLEO LTDA.; 37.149.861/0003-08;QD 310 LT 01;S/N;;RECANTO DAS EMAS;72610-070;GASOLINA;06/01/2009;2,68;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CONTAGEM DERIVADOS DE PETRÓLEO LTDA.; 37.149.861/0003-08;QD 310 LT 01;S/N;;RECANTO DAS EMAS;72610-070;ETANOL;06/01/2009;1,89;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CONTAGEM DERIVADOS DE PETRÓLEO LTDA.; 37.149.861/0003-08;QD 310 LT 01;S/N;;RECANTO DAS EMAS;72610-070;DIESEL;06/01/2009;2,05;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CINCO ESTRELAS LTDA; 00.692.418/0001-07; LOC  SH/NORTE PLL QD 05;SN;BL L;ASA NORTE;70310-500;GASOLINA;05/01/2009;2,65;2,2709;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CINCO ESTRELAS LTDA; 00.692.418/0001-07; LOC  SH/NORTE PLL QD 05;SN;BL L;ASA NORTE;70310-500;ETANOL;05/01/2009;1,84;1,431;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA; 04.285.663/0001-50;VIA NB;1;PLL 03;NUCLEO BANDEIRANTE;71710-300;GASOLINA;05/01/2009;2,68;2,2745;R$ / litro;CBPI
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA; 04.285.663/0001-50;VIA NB;1;PLL 03;NUCLEO BANDEIRANTE;71710-300;ETANOL;05/01/2009;1,89;1,5101;R$ / litro;CBPI
CO;DF;BRASILIA;AUTO POSTO DO NUCLEO LTDA; 04.285.663/0001-50;VIA NB;1;PLL 03;NUCLEO BANDEIRANTE;71710-300;DIESEL;05/01/2009;2,09;1,9062;R$ / litro;CBPI
CO;DF;BRASILIA;AUTO POSTO SAO MARCOS LTDA; 72.587.132/0001-72;SPMS-SETOR DE POSTOS E MOTÉIS SUL CONJUNTO 02;S/N;RODOVIA BRASILIA/ANAPOLIS;NÚCLEO BANDEIRANTES;71735-000;GASOLINA;05/01/2009;2,68;2,2491;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO SAO MARCOS LTDA; 72.587.132/0001-72;SPMS-SETOR DE POSTOS E MOTÉIS SUL CONJUNTO 02;S/N;RODOVIA BRASILIA/ANAPOLIS;NÚCLEO BANDEIRANTES;71735-000;ETANOL;05/01/2009;1,89;1,5034;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO SAO MARCOS LTDA; 72.587.132/0001-72;SPMS-SETOR DE POSTOS E MOTÉIS SUL CONJUNTO 02;S/N;RODOVIA BRASILIA/ANAPOLIS;NÚCLEO BANDEIRANTES;71735-000;DIESEL;05/01/2009;2,05;1,9485;R$ / litro;RAIZEN
CO;DF;BRASILIA;BRACODEL - BRAZLANDIA COMERCIO DE PETROLEO E DERIVADOS LTDA; 38.063.996/0001-57; LOC  CENTRO DE COM E DIVERS;;ST NORTE LOTE P;BRAZLANDIA;72720-000;GASOLINA;06/01/2009;2,68;;R$ / litro;BRANCA
CO;DF;BRASILIA;BRACODEL - BRAZLANDIA COMERCIO DE PETROLEO E DERIVADOS LTDA; 38.063.996/0001-57; LOC  CENTRO DE COM E DIVERS;;ST NORTE LOTE P;BRAZLANDIA;72720-000;ETANOL;06/01/2009;1,88;;R$ / litro;BRANCA
CO;DF;BRASILIA;BRACODEL - BRAZLANDIA COMERCIO DE PETROLEO E DERIVADOS LTDA; 38.063.996/0001-57; LOC  CENTRO DE COM E DIVERS;;ST NORTE LOTE P;BRAZLANDIA;72720-000;DIESEL;06/01/2009;2,15;;R$ / litro;BRANCA
CO;DF;BRASILIA;BR 070 COMERCIO DE DERIADOS DE PETROLEO LTDA; 38.053.450/0001-15;ST-SETOR AUX. GAR. OFICE E COM AFINS SAGOGAN;6;0;TAGUATINGA - NORTE;72121-970;GASOLINA;06/01/2009;2,68;2,1746;R$ / litro;IPIRANGA
CO;DF;BRASILIA;BR 070 COMERCIO DE DERIADOS DE PETROLEO LTDA; 38.053.450/0001-15;ST-SETOR AUX. GAR. OFICE E COM AFINS SAGOGAN;6;0;TAGUATINGA - NORTE;72121-970;ETANOL;06/01/2009;1,89;1,4316;R$ / litro;IPIRANGA
CO;DF;BRASILIA;BR 070 COMERCIO DE DERIADOS DE PETROLEO LTDA; 38.053.450/0001-15;ST-SETOR AUX. GAR. OFICE E COM AFINS SAGOGAN;6;0;TAGUATINGA - NORTE;72121-970;DIESEL;06/01/2009;2,129;1,9099;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA; 37.063.328/0007-52;LOCALIDADE COMERCIAL LOCAL;318;LOTE A;SANTA MARIA;72501-100;GASOLINA;06/01/2009;2,64;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA; 37.063.328/0007-52;LOCALIDADE COMERCIAL LOCAL;318;LOTE A;SANTA MARIA;72501-100;ETANOL;06/01/2009;1,85;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA; 37.063.328/0007-52;LOCALIDADE COMERCIAL LOCAL;318;LOTE A;SANTA MARIA;72501-100;DIESEL;06/01/2009;2,03;;R$ / litro;BRANCA
CO;DF;BRASILIA;CRUZEIRO COMBUSTIVEIS E SERVICOS S/A; 26.991.067/0001-29;TRECHO SIA TRECHO 12;S/N;LOTE  260;ZONA INDUSTRIAL (GUARA);71200-110;GASOLINA;06/01/2009;2,68;2,2491;R$ / litro;RAIZEN
CO;DF;BRASILIA;CRUZEIRO COMBUSTIVEIS E SERVICOS S/A; 26.991.067/0001-29;TRECHO SIA TRECHO 12;S/N;LOTE  260;ZONA INDUSTRIAL (GUARA);71200-110;ETANOL;06/01/2009;1,89;1,5034;R$ / litro;RAIZEN
CO;DF;BRASILIA;CRUZEIRO COMBUSTIVEIS E SERVICOS S/A; 26.991.067/0001-29;TRECHO SIA TRECHO 12;S/N;LOTE  260;ZONA INDUSTRIAL (GUARA);71200-110;DIESEL;06/01/2009;2,15;1,9293;R$ / litro;RAIZEN
CO;DF;BRASILIA;GOES COMBUSTIVEIS, LUBRIFICANTES E GLP LTDA; 05.454.390/0001-93;SHCS W - CLSW 300 - A  - BLOCO 1;S/N;SETOR SUDOESTE;CRUZEIRO;70673-970;GASOLINA;06/01/2009;2,679;2,2816;R$ / litro;CBPI
CO;DF;BRASILIA;GOES COMBUSTIVEIS, LUBRIFICANTES E GLP LTDA; 05.454.390/0001-93;SHCS W - CLSW 300 - A  - BLOCO 1;S/N;SETOR SUDOESTE;CRUZEIRO;70673-970;ETANOL;06/01/2009;1,899;1,5228;R$ / litro;CBPI
CO;DF;BRASILIA;GOES COMBUSTIVEIS, LUBRIFICANTES E GLP LTDA; 05.454.390/0001-93;SHCS W - CLSW 300 - A  - BLOCO 1;S/N;SETOR SUDOESTE;CRUZEIRO;70673-970;DIESEL;06/01/2009;2,159;1,9616;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO VIA ESTRUTURAL COMERCIO DE DERIVADOS DE PETROLEO LTDA; 05.246.123/0001-20; SIA TRECHO;1;LOTES 30 E 40;GUARA;71200-010;GASOLINA;06/01/2009;2,68;2,2816;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO VIA ESTRUTURAL COMERCIO DE DERIVADOS DE PETROLEO LTDA; 05.246.123/0001-20; SIA TRECHO;1;LOTES 30 E 40;GUARA;71200-010;ETANOL;06/01/2009;1,89;1,485;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO VIA ESTRUTURAL COMERCIO DE DERIVADOS DE PETROLEO LTDA; 05.246.123/0001-20; SIA TRECHO;1;LOTES 30 E 40;GUARA;71200-010;DIESEL;06/01/2009;2,15;1,9937;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO 109 SUL - DERIVADOS DE PETROLEO LTDA; 05.158.335/0001-56;SHCS SUPER QUADRA 109  PAG;S/N;BLOCO A;ASA SUL;70232-000;GASOLINA;05/01/2009;2,669;2,2668;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;POSTO 109 SUL - DERIVADOS DE PETROLEO LTDA; 05.158.335/0001-56;SHCS SUPER QUADRA 109  PAG;S/N;BLOCO A;ASA SUL;70232-000;ETANOL;05/01/2009;1,879;1,4196;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO PETROBRASÍLIA LTDA.; 04.978.708/0001-72;QI-QUADRA INTERNA 616 CONJUNTO H;S/N;LOTE 01 - P L L;SAMAMBAIA;72310-300;GASOLINA;06/01/2009;2,68;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO PETROBRASÍLIA LTDA.; 04.978.708/0001-72;QI-QUADRA INTERNA 616 CONJUNTO H;S/N;LOTE 01 - P L L;SAMAMBAIA;72310-300;ETANOL;06/01/2009;1,88;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO PETROBRASÍLIA LTDA.; 04.978.708/0001-72;QI-QUADRA INTERNA 616 CONJUNTO H;S/N;LOTE 01 - P L L;SAMAMBAIA;72310-300;DIESEL;06/01/2009;2,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;SAO JORGE AUTO POSTO LTDA; 04.224.065/0001-71;QUADRA 01 LOTES 180/200;S/N;ST LESTE INDUSTRIAL;GAMA;72491-010;GASOLINA;06/01/2009;2,66;2,1418;R$ / litro;BRANCA
CO;DF;BRASILIA;SAO JORGE AUTO POSTO LTDA; 04.224.065/0001-71;QUADRA 01 LOTES 180/200;S/N;ST LESTE INDUSTRIAL;GAMA;72491-010;ETANOL;06/01/2009;1,87;1,2257;R$ / litro;BRANCA
CO;DF;BRASILIA;SAO JORGE AUTO POSTO LTDA; 04.224.065/0001-71;QUADRA 01 LOTES 180/200;S/N;ST LESTE INDUSTRIAL;GAMA;72491-010;DIESEL;06/01/2009;2,05;1,8695;R$ / litro;BRANCA
CO;DF;BRASILIA;POSTO PARQUE ELDORADO DERIVADOS DE PETROLEO LTDA; 04.154.053/0001-18;ENTREQUADRA 51/53 PROJECAO 03;S/N;SETOR CENTRAL;GAMA;72491-010;GASOLINA;06/01/2009;2,659;2,1553;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO PARQUE ELDORADO DERIVADOS DE PETROLEO LTDA; 04.154.053/0001-18;ENTREQUADRA 51/53 PROJECAO 03;S/N;SETOR CENTRAL;GAMA;72491-010;ETANOL;06/01/2009;1,859;1,3975;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO PARQUE ELDORADO DERIVADOS DE PETROLEO LTDA; 04.154.053/0001-18;ENTREQUADRA 51/53 PROJECAO 03;S/N;SETOR CENTRAL;GAMA;72491-010;DIESEL;06/01/2009;2,039;;R$ / litro;CBPI
CO;DF;BRASILIA;JJS COMERCIO DE COMBUSTIVEIS LTDA; 03.469.182/0005-66;SHCS SQ 105;S/N;BLOCO A PAG;ASA SUL;70732-000;GASOLINA;05/01/2009;2,68;2,277;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;JJS COMERCIO DE COMBUSTIVEIS LTDA; 03.469.182/0005-66;SHCS SQ 105;S/N;BLOCO A PAG;ASA SUL;70732-000;ETANOL;05/01/2009;1,89;1,4295;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;JJS COMERCIO DE COMBUSTIVEIS LTDA; 03.469.182/0005-66;SHCS SQ 105;S/N;BLOCO A PAG;ASA SUL;70732-000;DIESEL;05/01/2009;2,15;1,9118;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO MILLENNIUM 2000 LTDA; 03.261.491/0007-08;QUADRA 107 ALAMEDA DOS EUCALIPTOS LOTE;9;AGUAS CLARAS;TAGUATINGA;71920-540;GASOLINA;06/01/2009;2,68;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO MILLENNIUM 2000 LTDA; 03.261.491/0007-08;QUADRA 107 ALAMEDA DOS EUCALIPTOS LOTE;9;AGUAS CLARAS;TAGUATINGA;71920-540;ETANOL;06/01/2009;1,88;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO MILLENNIUM 2000 LTDA; 03.261.491/0007-08;QUADRA 107 ALAMEDA DOS EUCALIPTOS LOTE;9;AGUAS CLARAS;TAGUATINGA;71920-540;DIESEL;06/01/2009;2,05;;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO MILLENNIUM 2000 LTDA; 03.261.491/0008-99;AE-ÁREA ESPECIAL 20;S/N;SETOR C NORTE;TAGUATINGA;72115-750;GASOLINA;06/01/2009;2,68;2,1536;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO MILLENNIUM 2000 LTDA; 03.261.491/0008-99;AE-ÁREA ESPECIAL 20;S/N;SETOR C NORTE;TAGUATINGA;72115-750;ETANOL;06/01/2009;1,88;1,3486;R$ / litro;BRANCA
CO;DF;BRASILIA;AUTO POSTO MILLENNIUM 2000 LTDA; 03.261.491/0008-99;AE-ÁREA ESPECIAL 20;S/N;SETOR C NORTE;TAGUATINGA;72115-750;DIESEL;06/01/2009;2,05;1,8881;R$ / litro;BRANCA
CO;DF;BRASILIA;MELHOR POSTO DE COMBUSTÍVEIS LTDA; 02.989.654/0001-15;QN 122;S/N;CONJ. 07 LOTE 06;SAMAMBAIA;72310-108;GASOLINA;06/01/2009;2,68;;R$ / litro;BRANCA
CO;DF;BRASILIA;MELHOR POSTO DE COMBUSTÍVEIS LTDA; 02.989.654/0001-15;QN 122;S/N;CONJ. 07 LOTE 06;SAMAMBAIA;72310-108;ETANOL;06/01/2009;1,88;;R$ / litro;BRANCA
CO;DF;BRASILIA;MELHOR POSTO DE COMBUSTÍVEIS LTDA; 02.989.654/0001-15;QN 122;S/N;CONJ. 07 LOTE 06;SAMAMBAIA;72310-108;DIESEL;06/01/2009;2,05;;R$ / litro;BRANCA
CO;DF;BRASILIA;ELO COMERCIO E SERVIÇOS LTDA; 01.875.781/0001-20;EPDB - ESTRADA PARQUE DOM BOSCO LOTE PAG 02;S/N;TRECHO HI - 03;LAGO SUL;71630-100;GASOLINA;05/01/2009;2,68;2,2625;R$ / litro;COSAN LUBRIFICANTES
CO;DF;BRASILIA;ELO COMERCIO E SERVIÇOS LTDA; 01.875.781/0001-20;EPDB - ESTRADA PARQUE DOM BOSCO LOTE PAG 02;S/N;TRECHO HI - 03;LAGO SUL;71630-100;ETANOL;05/01/2009;1,89;1,4783;R$ / litro;COSAN LUBRIFICANTES
CO;DF;BRASILIA;ELO COMERCIO E SERVIÇOS LTDA; 01.875.781/0001-20;EPDB - ESTRADA PARQUE DOM BOSCO LOTE PAG 02;S/N;TRECHO HI - 03;LAGO SUL;71630-100;DIESEL;05/01/2009;2,15;1,948;R$ / litro;COSAN LUBRIFICANTES
CO;DF;BRASILIA;FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.688.723/0001-98;QI;5;LOTES 40/42;TAGUATINGA;72001-970;GASOLINA;06/01/2009;2,68;2,2035;R$ / litro;IPIRANGA
CO;DF;BRASILIA;FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.688.723/0001-98;QI;5;LOTES 40/42;TAGUATINGA;72001-970;ETANOL;06/01/2009;1,89;1,4575;R$ / litro;IPIRANGA
CO;DF;BRASILIA;FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.688.723/0001-98;QI;5;LOTES 40/42;TAGUATINGA;72001-970;DIESEL;06/01/2009;2,15;1,907;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO 208 SUL LTDA; 01.604.974/0001-47;SQS-SUPERQUADRA SUL 208;S/N;BL: A PAG;ASA SUL;70254-010;GASOLINA;05/01/2009;2,67;2,2669;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO 208 SUL LTDA; 01.604.974/0001-47;SQS-SUPERQUADRA SUL 208;S/N;BL: A PAG;ASA SUL;70254-010;ETANOL;05/01/2009;1,88;1,4293;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO 208 SUL LTDA; 01.604.974/0001-47;SQS-SUPERQUADRA SUL 208;S/N;BL: A PAG;ASA SUL;70254-010;DIESEL;05/01/2009;2,14;1,9054;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;HADDAD & HADDAD LTDA; 00.741.249/0001-58; LOC  AREA ESPECIAL;2;SETOR TRADICIONAL;BRAZLANDIA;73340-793;GASOLINA;06/01/2009;2,68;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;HADDAD & HADDAD LTDA; 00.741.249/0001-58; LOC  AREA ESPECIAL;2;SETOR TRADICIONAL;BRAZLANDIA;73340-793;ETANOL;06/01/2009;1,89;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;HADDAD & HADDAD LTDA; 00.741.249/0001-58; LOC  AREA ESPECIAL;2;SETOR TRADICIONAL;BRAZLANDIA;73340-793;DIESEL;06/01/2009;2,15;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0004-80;EQNL - ENTREQUADRA NORTE LAGO 10/ 12;S/N;BLOCO D;TAGUATINGA;72155-100;GASOLINA;06/01/2009;2,68;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0004-80;EQNL - ENTREQUADRA NORTE LAGO 10/ 12;S/N;BLOCO D;TAGUATINGA;72155-100;ETANOL;06/01/2009;1,89;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0004-80;EQNL - ENTREQUADRA NORTE LAGO 10/ 12;S/N;BLOCO D;TAGUATINGA;72155-100;DIESEL;06/01/2009;2,05;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0003-08;SHIS QI 13 BLOCO A;S/N;PLL;LAGO SUL;71635-013;GASOLINA;05/01/2009;2,68;2,2626;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0003-08;SHIS QI 13 BLOCO A;S/N;PLL;LAGO SUL;71635-013;ETANOL;05/01/2009;1,89;1,4218;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0003-08;SHIS QI 13 BLOCO A;S/N;PLL;LAGO SUL;71635-013;DIESEL;05/01/2009;2,15;1,8997;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0007-23;QUADRA 1;1;;SETOR INDUSTRIAL;72265-010;GASOLINA;06/01/2009;2,68;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0007-23;QUADRA 1;1;;SETOR INDUSTRIAL;72265-010;ETANOL;06/01/2009;1,88;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.715.375/0007-23;QUADRA 1;1;;SETOR INDUSTRIAL;72265-010;DIESEL;06/01/2009;2,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;MARIA JEANETE CARNEIRO GOMES; 00.689.893/0001-24;SHIN-SETOR DE HABITAÇÕES INDIVIDUAIS NORTE TRECHO 12;S/N;0;PENÍNSULA NORTE;71525-125;GASOLINA;06/01/2009;2,68;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;MARIA JEANETE CARNEIRO GOMES; 00.689.893/0001-24;SHIN-SETOR DE HABITAÇÕES INDIVIDUAIS NORTE TRECHO 12;S/N;0;PENÍNSULA NORTE;71525-125;ETANOL;06/01/2009;1,89;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;MARIA JEANETE CARNEIRO GOMES; 00.689.893/0001-24;SHIN-SETOR DE HABITAÇÕES INDIVIDUAIS NORTE TRECHO 12;S/N;0;PENÍNSULA NORTE;71525-125;DIESEL;06/01/2009;2,15;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO JB LIMITADA; 00.672.345/0001-91;RODOVIA DF 290 KM;22;;GAMA;72491-010;GASOLINA;06/01/2009;2,659;2,2709;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO JB LIMITADA; 00.672.345/0001-91;RODOVIA DF 290 KM;22;;GAMA;72491-010;ETANOL;06/01/2009;1,859;1,4218;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO JB LIMITADA; 00.672.345/0001-91;RODOVIA DF 290 KM;22;;GAMA;72491-010;DIESEL;06/01/2009;1,99;1,8622;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA; 00.647.440/0001-35;QUADRA SHIS QI 05/QL 06 LOTE 01 PAC 01;S/N;;SETOR DE HABITACOES INDIVIDUAIS SUL;71620-060;GASOLINA;05/01/2009;2,68;2,2709;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA; 00.647.440/0001-35;QUADRA SHIS QI 05/QL 06 LOTE 01 PAC 01;S/N;;SETOR DE HABITACOES INDIVIDUAIS SUL;71620-060;ETANOL;05/01/2009;1,89;1,431;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA; 00.647.440/0001-35;QUADRA SHIS QI 05/QL 06 LOTE 01 PAC 01;S/N;;SETOR DE HABITACOES INDIVIDUAIS SUL;71620-060;DIESEL;05/01/2009;2,15;1,9136;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;SO CAR DERIVADOS DE PETROLEO LTDA; 00.603.886/0001-68;AVENIDA GOIAS QUADRA 54;960;LOTE 02;PLANALTINA;73320-030;GASOLINA;06/01/2009;2,679;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;SO CAR DERIVADOS DE PETROLEO LTDA; 00.603.886/0001-68;AVENIDA GOIAS QUADRA 54;960;LOTE 02;PLANALTINA;73320-030;ETANOL;06/01/2009;1,879;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;SO CAR DERIVADOS DE PETROLEO LTDA; 00.603.886/0001-68;AVENIDA GOIAS QUADRA 54;960;LOTE 02;PLANALTINA;73320-030;DIESEL;06/01/2009;2,079;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;ARCO- IRIS - PETROLEO COMERCIO E SERVIÇOS LTDA; 00.480.025/0001-30;Q-QUADRA 11 CONJUNTO F LOTE;32;;MORRO AZUL - SÃO SEBASTIÃO;71691-001;GASOLINA;06/01/2009;2,68;;R$ / litro;AGUIA DISTRIBUIDORA
CO;DF;BRASILIA;ARCO- IRIS - PETROLEO COMERCIO E SERVIÇOS LTDA; 00.480.025/0001-30;Q-QUADRA 11 CONJUNTO F LOTE;32;;MORRO AZUL - SÃO SEBASTIÃO;71691-001;ETANOL;06/01/2009;1,89;;R$ / litro;AGUIA DISTRIBUIDORA
CO;DF;BRASILIA;ARCO- IRIS - PETROLEO COMERCIO E SERVIÇOS LTDA; 00.480.025/0001-30;Q-QUADRA 11 CONJUNTO F LOTE;32;;MORRO AZUL - SÃO SEBASTIÃO;71691-001;DIESEL;06/01/2009;2,15;;R$ / litro;AGUIA DISTRIBUIDORA
CO;DF;BRASILIA;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.373.589/0003-35;"PLLS 409 BL. ""B""";S/N;;ASA NORTE;70772-500;GASOLINA;05/01/2009;2,68;2,2626;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.373.589/0003-35;"PLLS 409 BL. ""B""";S/N;;ASA NORTE;70772-500;ETANOL;05/01/2009;1,87;1,4218;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.373.589/0003-35;"PLLS 409 BL. ""B""";S/N;;ASA NORTE;70772-500;DIESEL;05/01/2009;2,15;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.373.589/0004-16;SHIN-SETOR DE HABITAÇÕES INDIVIDUAIS NORTE TRECHO 02;S/N;PAG 01;LAGO NORTE;71500-000;GASOLINA;06/01/2009;2,68;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.373.589/0004-16;SHIN-SETOR DE HABITAÇÕES INDIVIDUAIS NORTE TRECHO 02;S/N;PAG 01;LAGO NORTE;71500-000;ETANOL;06/01/2009;1,89;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA; 00.373.589/0004-16;SHIN-SETOR DE HABITAÇÕES INDIVIDUAIS NORTE TRECHO 02;S/N;PAG 01;LAGO NORTE;71500-000;DIESEL;06/01/2009;2,15;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
